id;code;description;unit;fractioned;barcode;internal_barcode;supplier_code;model;part_number;brand_code;inventory_enabled;inventory_minimum;inventory_maximum;inventory_negative;cost;cost_based;utility;utility2;utility3;price;price2;price3;sell_price;sell_price2;sell_price3;ask_price;pred_discount;max_sale_discount;on_sale;is_active;consignment;generic;image;observations;department;subdepartment;use_taxes;taxes;tax_code;use_taxes2;taxes2;tax_code2;use_taxes3;taxes3;tax_code3;created;updated
fb7224c0-151f-4140-bbc3-1d99ce3a8864;10000;CODIGO DESCONOCIDO;Unidad;0;;;;?;;;1.00;0.00;1000.00;0.00;0.00;;40.00;40.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
09127bec-9baf-402f-bc39-7fb015fd832d;10001;TIMER DEFROST 10H-24M 120V 60HZ;UND;0;;;WR01F03480;12 horas 33 min.;;;1.00;2.00;12.00;0.00;4300.00;;40.00;40.00;;6637.17;6637.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
f874b742-3b9b-462b-be52-b8ddad985451;10002;AGITATOR KIT REPARADOR 285809;UND;0;;;953060;ATW-70;;;1.00;1.00;3.00;0.00;3737.50;;35.00;35.00;;3097.35;3097.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
cf370cf5-c5dd-45ae-83bc-f61983ef594d;10003;"RESIST HORNO INF 2200 W/220V 30""";UND;0;;;294078RSC IM-ES 6112200;"ATLAS 30""";;;1.00;1.00;12.00;0.00;11000.00;;35.00;35.00;;16371.68;16371.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
26f43d9c-67bc-4928-8c45-c2e1c090a69d;10004;MEMBRANA MICR ATLAS CEJA ANCHA MB6773 (952979);UND;0;;;952979;MB6773;;;1.00;1.00;3.00;0.00;7448.98;;35.00;35.00;;13274.34;13274.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
3487f138-17af-45a8-b677-7336c489772d;10005;EMP REF ESPEC J-UNIVERSAL 118X58 (DISPONIBLE);UND;0;;;;CMS-11;;;1.00;1.00;6.00;0.00;4058982.00;;35.00;35.00;;5752.21;5752.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
2a20ff29-5499-46e6-a030-152003bd57d2;10006;RESIST HORNO SUP. 1200W-110V;UND;0;;;RCR23 / 291507RSC;1200W-110V;;;1.00;3.00;12.00;0.00;3496.50;;35.00;35.00;;8407.08;8407.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
d9da5063-7cfc-4a4d-abef-b88d41ec6692;10007;MOTOR ABANICO 16W 115V;und;0;;;1417.16 / NUV-016;NUV-016;;;1.00;1.00;12.00;0.00;8830.00;;35.00;35.00;;13053.10;13053.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
c0f5232a-9bf0-4370-8f64-dd00ebda3d66;10008;RELAY-PROTECTOR MOTOR REF 1/6 (5.5);UND;0;;;RER03;1-jun;;;1.00;2.00;6.00;0.00;1471878.00;;35.00;35.00;;2123.89;2123.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
e69c939c-aec4-4cca-a690-7a472856fd15;10009;CONTROL T. REF ATLAS PUSH BOTON MILENIO 1PTA CV#20;und;0;;;RCT20;MILENIO 1 PUERTA;;;1.00;4.00;12.00;0.00;2790.00;;35.00;35.00;;4203.00;4203.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
f56e018b-8f1f-4b4c-a00b-edc4354987de;10010;BUSHING PUERTA REF ATLAS;UND;0;;;724324;REFRIGERADORA;;;1.00;25.00;100.00;0.00;2278447.00;;35.00;35.00;;398.23;398.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
8dfaad19-55fe-4ed0-a353-621bc0cd79de;10011;CONTROL T. REF ATLAS MIL. 2PTAS (ADAPTABLE) C# VD 4;UND;0;;;WR01F03503;ARFC136ADWAA1A;;;1.00;4.00;12.00;0.00;6368034.00;;35.00;35.00;;8805.31;8805.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
e59ee385-2efa-473c-943e-05daac27338e;10012;EMP REF AMS-106 (51 X 116) 950104;und;0;;;950104;AMS;;;1.00;1.00;6.00;0.00;3890.00;;35.00;35.00;;5752.21;5752.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
1c793ece-c67b-4f61-add9-cd3c2648ce03;10013;PARRILLA METAL P/PLANTILLA GAS ATLAS (DESCONTINUADO);UND;0;;;924028;GAS;;;1.00;1.00;24.00;0.00;2802.38;;35.00;35.00;;4424.78;4424.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
12a83b04-5085-4a09-9dd7-448b7242974b;10014;MEMBRANA MICR ATLAS (MW5572) (952931);UND;0;;;952931;ATLAS 5572;;;1.00;1.00;3.00;0.00;7638.09;;35.00;35.00;;10619.47;10619.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
f4499f30-fe15-4edc-b78c-20d0ebe2e130;10015;"PARRILLA NEGRA COC GAS ATLAS 30""-18"" X 9""";UND;0;;;7042101;"ATLAS 20/30""";;;1.00;1.00;12.00;0.00;4387.50;;35.00;35.00;;6946.90;6946.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
b96a0745-2e5e-47b4-9328-79694a255e8d;10016;"RESIST HORNO INF 20"" 2000W-110V";UND;0;;;(WR01F03473) (RCR22);"2000W-110V 20""";;;1.00;1.00;12.00;0.00;6600.00;;35.00;35.00;;9911.50;9911.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
e7dc46e5-c4c5-4754-89fc-8a9b31780147;10017;TAPA QUEMADOR GAS PEQ. ATLAS L. BRILLANTE (605403);UND;0;;;WS01L10691;ATLAS;;;1.00;6.00;50.00;0.00;2092.80;;35.00;35.00;;3053.10;3053.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
50ddca1c-56a7-43d5-a436-84ce60d6e633;10018;PASTILLA DESCONG. L45 (CF);UND;0;;;RCP11 / 06200301;L45;;;1.00;1.00;24.00;0.00;1071.00;;35.00;35.00;;1725.66;1725.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
889a02ce-5edf-45e9-af5f-e528c6e3d6db;10019;MANIGUETA PLS P/REF ALMENDRA MOD. AM22;UND;0;;;197576 / 197573;ATLAS;;;1.00;1.00;12.00;0.00;452.38;;35.00;35.00;;1946.90;1946.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
ff42176b-02de-41ce-8428-c43b6f52daab;10020;PERILLA COC. ELECTRICA C# VD 67;UND;0;;;GAP11;COCINA ELECTRICA;;;1.00;20.00;100.00;0.00;396.90;;35.00;35.00;;619.47;619.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
4f0a174a-cb7a-4959-baa8-88c174f1b267;10021;"TUERCA P/CONO BRONCE 1/4""";UND;0;;;05561C-04;1-abr;;;1.00;3.00;12.00;0.00;1693004.00;;35.00;35.00;;287.61;287.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
98fc67f9-1703-45c3-a43d-62fa587a9534;10022;TRANSM. LAV AUTO MABE / G.E. 7K Y 8K (WR189D3187G001);UND;0;;;WR189D3187G001;?;;;1.00;1.00;3.00;0.00;32662.78;;40.00;40.00;;46460.18;46460.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
ddb92a17-85ae-4bcb-b437-b6c3eeb318fe;10023;RELAY EST SOLIDO 1/12 A 1/5 S/CAPACITOR;UND;0;;;;11/2 A 1/5;;;1.00;1.00;12.00;0.00;3880.00;;35.00;35.00;;5486.73;5486.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
2f2b32bd-a7b4-4cce-b212-422e618403af;10024;"UNION P/TUBO TUERCA CORTA 1/4""";UND;0;;;05562C-04;"1/4""";;;1.00;1.00;12.00;0.00;6625934.00;;35.00;35.00;;398.23;398.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
7797ecac-e749-4ecd-a380-fdb090100652;10025;"RESIST HORNO INF2400 W/220V 30""";UND;0;;;614210;"1800 W/220V 30""";;;1.00;12.00;50.00;0.00;11000.00;;35.00;35.00;;15884.96;15884.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
0bfce2c6-16a1-4acf-99a8-2ab3cae26c87;10026;TUBO LARGO/PEQ PLANT ATLAS  (393207);UND;0;;;393207RSC;ATLAS;;;1.00;1.00;12.00;0.00;2241.38;;35.00;35.00;;3141.59;3141.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
bd54ac7d-b63e-4d2a-a5d3-eb92456d87d3;10027;PASTILLA DESCONG. L55;UND;0;;;RCP13 / 0200.318/317;L55;;;1.00;3.00;12.00;0.00;1071.00;;35.00;35.00;;1681.42;1681.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
ff423f8a-e59f-4970-aec4-7d438e194e58;10028;SOPORTE DISCO P/ COCINA ATLAS C# VD 36;UND;0;;;291545;ATLAS;;;1.00;1.00;36.00;0.00;2421529.00;;35.00;35.00;;973.45;973.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
74ba1e24-b5ec-45c4-9e54-7f428059b245;10029;ROL P/LAV ATLAS (950772);und;0;;;950772;ATLAS;;;1.00;1.00;12.00;0.00;3587.44;;35.00;35.00;;5088.50;5088.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
d8446ea1-ec33-4c04-93e8-2ef2e3fe72aa;10030;CONMUTADOR 7 POSICIONES , PORCELANA;UND;0;;;950903;ATLAS;;;1.00;4.00;12.00;0.00;3870.00;;35.00;35.00;;5442.48;5442.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
baa0682f-df4c-419a-b810-9c2118a63ae3;10031;PERILLA COCINA A GAS(ESPIRAL) ATLAS BLANCA (293030);UND;0;;;293030;ATLAS;;;1.00;1.00;12.00;0.00;1329.52;;35.00;35.00;;1946.90;1946.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
4e1e7e88-dc0c-43c0-b24b-ac4ba2ac3107;10032;MOTOR REFRIG  5.5 (1/6) R12 ATLAS (901002);UND;0;;;901002;5.5 1/6;;;1.00;1.00;3.00;0.00;38751.33;;35.00;35.00;;53982.30;53982.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
c4845970-eb16-4d83-948e-d0f7439cd5d9;10033;MOTOR REFRIG  4.5 (1/8) R12 ATLAS (901001);UND;0;;;901001;1-ago;;;1.00;1.00;3.00;0.00;29004.00;;35.00;35.00;;42256.64;42256.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
9a9a27a0-0a19-447e-8a20-5ffb0988606a;10034;MOTOR REFRIG  8.5 (1/4) R12 ATLAS (901004);UND;0;;;901004;1-abr;;;1.00;1.00;3.00;0.00;38169.45;;35.00;35.00;;52168.14;52168.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
328c0c77-5cf5-4e76-b6fd-816518f84e03;10035;DISCO COCINA 110 PR GDE EGO (1800-110);UND;0;;;950906;1800-110;;;1.00;1.00;12.00;0.00;7992.40;;35.00;35.00;;11814.16;11814.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
7aac1529-d3da-4383-a8cc-b622303f6054;10036;DISCO COCINA 110 PR PEQ EGO  (1500-110);UND;0;;;914213 1093;1500-110;;;1.00;3.00;12.00;1.00;5771254.00;;35.00;35.00;;8761.06;8761.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
4cd15fd8-f0fd-41dd-b7e9-a873233876d6;10037;DISCO COCINA 110 PEQ  EGO (1000W-110);UND;0;;;614213 1088;1000W-110;;;1.00;6.00;30.00;1.00;4800.00;;35.00;35.00;;7411.50;7411.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
2e721143-9a63-48b7-aaa7-d3daefe3132f;10038;DISCO COCINA 110 GDE EGO  (1200W-110);UND;0;;;614214;1200-110;;;1.00;6.00;24.00;0.00;6200.00;;35.00;35.00;;9557.52;9557.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
2399fd7b-fdff-4985-9665-4811c77639bd;10039;DISCO COCINA 220 PR PEQ  EGO (1500-220);UND;0;;;614216;1500-220;;;1.00;3.00;12.00;1.00;5500.00;;35.00;35.00;;8495.58;8495.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
7c5e2560-4676-4998-9f36-2bf2076f55c4;10040;DISCO COCINA 220 PR GDE EGO  (2000-220);UND;0;;;614218;2000-220;;;1.00;5.00;12.00;0.00;6587.57;;35.00;35.00;;10929.20;10929.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
39e2503f-bb5a-4ad5-83a9-0e7187fa0301;10041;CONTROL T. REF ATLAS PUSH BOTON MOD VIEJO (CAJA) (950101);UND;0;;;950101-33004;PUSH BOTON;;;1.00;3.00;24.00;0.00;3204464.00;;35.00;35.00;;6194.69;6194.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
0e0d9436-47c5-4d1a-a4dd-95833e9c64b0;10042;DISCO COCINA 220 23CM (2000W-220V);UND;0;;;6121170;2000-220;;;1.00;1.00;36.00;0.00;8379.00;;35.00;35.00;;11946.90;11946.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
5802e103-a8c4-440a-9b68-7613ac6a1384;10043;REGLETA COCINA 24E1-2D (DESCONTINUADO);UND;0;;;914068;24E1-2D;;;1.00;1.00;12.00;0.00;1881725.00;;35.00;35.00;;2743.36;2743.36;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
36bb3a24-98b5-47be-a0b5-5d4c0921b36c;10044;EMP REF AMS-108 (51.2 X123);UND;0;;;950106;AMS-108;;;1.00;1.00;12.00;0.00;4110.00;;35.00;35.00;;6150.44;6150.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
98cfdfa4-8378-4d2a-9a59-a66c7b4093cd;10045;EMP REF AMS-110 (131 X 56) 950107;UND;0;;;950107;AMS-110;;;1.00;1.00;12.00;0.00;5454.45;;35.00;35.00;;7964.60;7964.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
c771252f-bc64-4f6f-af3e-8f79ce96da5d;10046;TUBO MEZCLA CORTO 21G NORMAL (V2-CAB.ALUM)(292135RSC);UND;0;;;292135RSC;21G;;;1.00;1.00;12.00;0.00;1709.38;;35.00;35.00;;3097.35;3097.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
fa6cd5cb-e569-4934-807b-1be219251e7e;10047;POLEA LG WP-8050 / 5000 EJE RED;UND;0;;;03020305 / GSP17;?;;;1.00;2.00;12.00;0.00;1170.00;;35.00;35.00;;1725.66;1725.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
dc286f87-831b-4691-bdfc-2d1f2fb40c93;10048;ICE MAKER REF FRIGIDAIRE (IM116000 / IM115);UND;0;;;IM116000 / IM115;ICE MAKER;;;1.00;1.00;12.00;0.00;38556.95;;35.00;35.00;;64159.29;64159.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
e71c56ad-00d8-4696-b8bd-c725a1d93420;10049;BAND. VERD.  ATLAS 1 PTA  PS B (190275RSC);UND;0;;;190275RSC;ATLAS 1PTA;;;1.00;1.00;3.00;0.00;2991.40;;35.00;35.00;;5044.25;5044.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
95ae7aa9-ea7f-4751-9c08-ed58959fa635;10050;RELAY COMPRESOR PW 4.5 DOS PINES C# VD 40;UND;0;;;950115;4.5;;;1.00;1.00;12.00;0.00;1330746.00;;35.00;35.00;;1946.90;1946.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
4b2a24ff-9508-4ef3-bdc4-5ada8c3cfb4f;10051;RELAY COMPRESOR PW UN PIN (6748C-0003D) C# VD 40;UND;0;;;6748C-0003D;UN PIN;;;1.00;1.00;12.00;0.00;4386064.00;;35.00;35.00;;6327.43;6327.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
c70b06d3-cbcf-45ec-8f95-fbbbef8e4a3c;10052;DESHIDRATADOR 20GR PUNTAS CORTAS;UND;0;;;221C5100P006;15GR;;;1.00;6.00;24.00;0.00;697.50;;35.00;35.00;;1327.43;1327.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
fa07e15a-58c0-41cf-af2d-1b298d14d26a;10053;PASTILLA DESCONG. L50;UND;0;;;RCP12/0200.34;L50;;;1.00;3.00;12.00;0.00;1135386.00;;35.00;35.00;;1681.42;1681.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
a1351262-168b-4082-886a-db97941d2174;10054;EMP REF CMS-C9 (58X113);UND;0;;;CMS-C9;CMS-C9;;;1.00;1.00;6.00;0.00;2323464.00;;35.00;35.00;;5309.73;5309.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
2a2b1d5d-44d0-4f3a-8e53-7e7a4af914ee;10055;EMP REF CMS-C11(58X128) CEJA ANCHA;und;0;;;CMS-C11;CMS-C11;;;1.00;1.00;6.00;0.00;4342487.00;;35.00;35.00;;6150.44;6150.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
aba726d2-6e3b-46b8-8e20-adcb38c88a31;10056;TUBO CORTO ZINCADO RECTO COC ATLAS (DESCONTINUADO);UND;0;;;294192RSC;ATLAS;;;1.00;2.00;6.00;0.00;1709.38;;35.00;35.00;;3097.35;3097.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
2b3a092a-b0a3-416d-8575-b2765eb2512d;10057;DISCO COCINA 220 GDE EGO (1200-220);UND;0;;;RCD36;220v;;;1.00;2.00;12.00;0.00;5800.00;;35.00;35.00;;10398.23;10398.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
93aef315-730e-4059-92d5-0c24b3ee05b0;10058;DISCO COCINA 220 PEQ EGO (1000-220);UND;0;;;RCD35 1090;220v;;;1.00;3.00;12.00;1.00;4396647.00;;35.00;35.00;;6814.16;6814.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
41096b76-01cf-4611-8b26-d5129bf7da36;10059;FIBRA DE VIDRIO P/ HORNO COCINA C/ALUM (120X45CM);LAM;0;;;RCR35;cocina;;;1.00;10.00;100.00;0.00;2106118.00;;35.00;35.00;;3318.58;3318.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
d4547cae-3015-425d-806e-fac1605c9b16;10060;TUBO CORTO/GDE/PLANT ATLAS PORCELANA (393212RSC);UND;0;;;393212;ATLAS GAS;;;1.00;10.00;36.00;0.00;1899.31;;35.00;35.00;;3716.81;3716.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
396dcea1-5f7b-4272-83f0-544d818b5f18;10061;BISAGRA ABS P/PTA FREZZER (DESCONTINUADO);Und;0;;;190253;REFR.ATLAS;;;1.00;1.00;12.00;0.00;474.83;;35.00;35.00;;707.96;707.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
1281418e-ebf3-4df9-8a0d-d65bc4abbdfb;10062;"CENTRO MANGUERA ICE MAKER 1/4""";UND;0;;;05563NTA-04;REFR.;;;1.00;15.00;100.00;0.00;1173551.00;;35.00;35.00;;199.12;199.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
3aed6123-0294-467d-ac2f-32fa51df5568;10063;BAND. RECOLECTORA AGUA REF.ATLAS;UND;0;;;WRO1L07928;REFRIG.;;;1.00;1.00;6.00;0.00;1189765.00;;35.00;35.00;;2566.37;2566.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
67f6ac8b-e719-4776-8b79-07285db03676;10064;QUEMADOR HORNO PORC. COC. ATLAS (292006);UND;1;;;292006RSC;?;;;1.00;1.00;12.00;0.00;3908736.00;;35.00;35.00;;7522.12;7522.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
b8e5f087-0d5c-4dfa-b582-db153df90b80;10065;CONTROL T. REF CONGELADOR K50P-1126 DANFOSS;UND;0;;;2204.102 / RCT22;?;;;1.00;1.00;12.00;0.00;4129.29;;35.00;35.00;;5973.45;5973.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
e2fa97ce-708e-4bdf-813b-8b8a22852c77;10066;TERMINAL FASTON C# VD 43;UND;0;;;TE022;FASTON;;;1.00;1.00;1000.00;1.00;816377.00;;35.00;35.00;;154.87;154.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
c9d1f66a-f359-416b-ae88-183e1a878d33;10067;PATA DELANTERA COC GAS ATLAS 20/30 BISC (294555);UND;1;;;294555RSC;?;;;1.00;1.00;12.00;0.00;1068.45;;35.00;35.00;;1548673.00;1548673.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
b6579897-04b9-480e-ad8f-6b75643c4fa6;10068;CONMUTADOR HORNO (COMPLETO)  C# VD 48;UND;0;;;RCS43;?;;;1.00;1.00;18.00;0.00;7905.00;;35.00;35.00;;12168.14;12168.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
95b181f4-9635-461d-9af1-35e3cce2fd82;10069;TIMER LAV G.E. WH12X10478 / 175D6347P024;UND;1;;;WH12X10478 / 175D6347P024;?;;;1.00;1.00;12.00;0.00;39713.23;;35.00;35.00;;56194.69;56194.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
916c7604-e5f1-45e0-88dd-6e8d7e1d8dd0;10070;MEMBRANA MICR ATLAS CEJA DELG MB6773/MB6775A (952975);UND;1;;;952975;?;;;1.00;1.00;3.00;0.00;11053.81;;35.00;35.00;;15929.20;15929.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;1.00;13.00;1.00;0.00;0.00;;0.00;0.00;;;
